همراه	55
آباد	55
آقای	55
پلیس	55
اعتراضات	54
مذاکره	54
پرتاب	54
کنید	54
توی	54
ماه	54
حکومتی	53
ویتکاف	53
پیروزی	53
تغییر	53
درحال	53
پایین	53
حاضر	53
عربستان	52
دریافت	52
دقایقی	52
قیمت	52
اطلاعاتی	51
احتمال	51
پرواز	51
جنگی	51
خارج	51
رفته	51
منبع	51
پیکر	51
می‌گوید	50
برخورد	50
خواهند	50
گسترده	50
اجازه	50
دادند	50
صنعتی	50
امشب	50
باز	50
قطر	50
ملت	50
نخست‌وزیر	49
بازرسی	49
اعزام	49
انرژی	49
رسیده	49
سرکوب	49
پیامی	49
گلوله	49
آسیب	49
اونا	49
بهمن	49
خبری	49
شرکت	49
صادر	49
کنار	49
تیم	49
طرف	49
زیرساخت‌های	48
می‌تواند	48
نخواهد	48
همزمان	48
تصمیم	48
جنوبی	48
همیشه	48
گرفتن	48
زخمی	48
دهد	48
مثل	48
بریتانیا	47
تقریبا	47
روزهای	47
بالای	47
ستاد	47
عمان	47
کاهش	47
احتمالی	46
دانشگاه	46
درگیری	46
نزدیکی	46
متوقف	46
مستقر	46
کنترل	46
جایی	46
دلیل	46
دیشب	46
سوخت	46
قدرت	46
مسلح	46
میگن	46
پیدا	46
کردم	46
مقر	46
رخ	46
رد	46
اینترنت	45
ویدیویی	45
برگزار	45
فرانسه	45
دیدار	45
خلیج	45
دشمن	45
مسیر	45
نشست	45
بخش	45
خبرنگار	44
پادگان	44
ارایه	44
تصویر	44
دستور	44
لبنان	44
مشترک	44
شکست	44
نیوز	44
ویژه	44
طول	44
مرگ	44
نام	44
پیت	44
شبکه‌های	43
انتظامی	43
دست‌کم	43
محدوده	43
هرگونه	43
ژورنال	43
انگار	43
باشند	43
تخلیه	43
مدرسه	43
میزنن	43
رسید	43
عالی	43
کشتی	43
خطر	43
نمیدونم	42
برابر	42
دفاعی	42
صحبت	42
کجا	42
هواپیمابر	41
اطراف	41
جزیره	41
منهدم	41
پهلوی	41
کانال	41
امام	41
روشن	41
شاید	41
ظهر	41
بد	41
پنج‌شنبه	40
قالیباف	40
اشتباه	40
رهگیری	40
انبار	40
فاصله	40
تلاش	40
دلار	40
سوم	40
قدس	40
چرا	40
قم	40
بی‌جان	39
اهواز	39
تاریخ	39
تبریز	39
جهانی	39
میزنه	39
اصلی	39
بعدی	39
شوند	39
ضربه	39
عربی	39
تحت	39
زده	39
نور	39
بیمارستان	38
آتش‌سوزی	38
دستیابی	38
پیش‌تر	38
همدان	38
توان	38
درست	38
رسمی	38
نقطه	38
دبی	38
رضا	38
طور	38
قصد	38
ژنو	38
به‌عنوان	37
کرمانشاه	37
تاکنون	37
بحرین	37
بزرگی	37
حداقل	37
آمده	37
آنچه	37
جلسه	37
طریق	37
فورا	37
کردستان	36
گزارشات	36
طولانی	36
بوشهر	36
دبیر	36
قابل	36
لطفا	36
نبود	36
گویا	36
یافت	36
جدی	36
رفت	36
پایگاه‌های	35
شنیدیم	35
نابودی	35
وابسته	35
کشورها	35
اتفاق	35
بلوار	35
زمینی	35
مهمات	35
گفتگو	35
باعث	35
توجه	35
حاکی	35
دارم	35
روند	35
زیرا	35
شامل	35
مدعی	35
نقاط	35
هرگز	35
خوب	35
مهم	35
پخش	35
سامانه‌های	34
هواپیمای	34
قرارگاه	34
اختیار	34
به‌طور	34
ندارند	34
تعیین	34
توییت	34
مجتمع	34
معاون	34
معلوم	34
نهایی	34
بلکه	34
دقیق	34
پسر	34
دیپلماتیک	33
صداوسیما	33
واشینگتن	33
می‌دهند	33
توافقی	33
داشتند	33
تعداد	33
دادیم	33
سیاسی	33
بعضی	33
مجدد	33
آخر	33
صلح	33
فرماندهان	32
اورانیوم	32
ساختمون	32
شناسایی	32
هواپیما	32
خبرگان	32
خیابون	32
دی‌ماه	32
رهبران	32
مجموعه	32
میلیون	32
می‌کرد	32
اعضای	32
اونجا	32
بیرون	32
تایمز	32
تبدیل	32
توصیف	32
دیروز	32
سفارت	32
نداره	32
زنده	32
فعال	32
مطرح	32
نفتی	32
تیر	32
ثبت	32
عضو	32
چین	32
بی	32
حس	32
داده‌اند	31
غنی‌سازی	31
پهپادهای	31
انتظار	31
اکسیوس	31
بیشتری	31
مستقیم	31
مصاحبه	31
آخرین	31
اولین	31
جدیدی	31
سعودی	31
شرایط	31
میدون	31
نارمک	31
نتیجه	31
نکرده	31
آزاد	31
ایکس	31
باقی	31
بلند	31
تجمع	31
تماس	31
سایت	31
فراز	31
مدت	31
هفت	31
می‌خواهیم	30
منطقه‌ای	30
اکباتان	30
واشنگتن	30
جزییات	30
می‌کنه	30
نخستین	30
هزاران	30
گزارشی	30
آسمون	30
خواست	30
فروند	30
مراسم	30
مسعود	30
مقابل	30
می‌شد	30
واکنش	30
دهند	30
صداش	30
همون	30
کاری	30
اثر	30
طبق	30
وقت	30
وال‌استریت	29
بیانیه‌ای	29
بندرعباس	29
آکسیوس	29
تخریب	29
داخلی	29
سراسر	29
شمالی	29
قزوین	29
جوان	29
حرکت	29
خودش	29
دهیم	29
وعده	29
گروه	29
حذف	29
ری	29
پالایشگاه	28
انفجارها	28
حزب‌الله	28
سامانه	28
فوتبال	28
می‌رود	28
نداریم	28
همسایه	28
گرفتند	28
ارسال	28
استیو	28
اولیه	28
تلفنی	28
ممکنه	28
میناب	28
پهباد	28
آگاه	28
ایست	28
بخشی	28
خانه	28
دوتا	28
فیلم	28
هستم	28
پرسش	28
ملل	28
کلی	28
جا	28
کم	28
جنگنده‌های	27
اظهارات	27
تصاویری	27
درجریان	27
درخواست	27
روزنامه	27
بسیاری	27
اروپا	27
ایلام	27
متعلق	27
بسته	27
تازه	27
توقف	27
حقوق	27
خطاب	27
نخست	27
نسبت	27
یعنی	27
امن	27
ظرف	27
راهپیمایی	26
اسلامشهر	26
اوکراین	26
بنیامین	26
جلوگیری	26
خواستار	26
پیام‌ها	26
اعدام	26
امکان	26
اومده	26
تولید	26
خونین	26
ده‌ها	26
ساخته	26
مراکز	26
میکنن	26
میکنه	26
کاشان	26
اباد	26
ادعا	26
اصلا	26
تموم	26
سایر	26
غربی	26
نشود	26
همان	26
کوچه	26
یگان	26
برد	26
جشن	26
سطح	26
شرط	26
عمل	26
آذربایجان	25
جنگنده‌ها	25
اسفندماه	25
زیرزمینی	25
بازداشت	25
شاهزاده	25
موشک‌ها	25
به‌شدت	25
خامنه	25
نباید	25
نمیشه	25
نهایت	25
واقعا	25
دچار	25
فرار	25
فشار	25
قرمز	25
محله	25
نقش	25
چیز	25
تر	25
ده	25
دانشجویان	24
پیام‌هایی	24
ایرانیان	24
دیپلماسی	24
می‌گویند	24
اسماعیل	24
شهرستان	24
ساعاتی	24
مقابله	24
مقاومت	24
همکاری	24
اضافه	24
بسیجی	24
جمهور	24
داشتم	24
داشتن	24
زندگی	24
سنندج	24
عمومی	24
ماشین	24
محکوم	24
بانک	24
خوبی	24
دفتر	24
رفتن	24
لازم	24
میده	24
نبرد	24
نظام	24
نقشه	24
نیرو	24
کمتر	24
اگه	24
بنا	24
چهارشنبه‌سوری	23
خاتم‌الانبیا	23
کشته‌شدگان	23
تیراندازی	23
هم‌اکنون	23
اقدامات	23
خانواده	23
نیویورک	23
انتقال	23
تصویری	23
شامگاه	23
شهریار	23
مهرشهر	23
میلرزه	23
می‌کنن	23
ابراز	23
خسارت	23
روابط	23
فردیس	23
مانند	23
محدود	23
منافع	23
چندتا	23
بازم	23
جاری	23
خورد	23
دوره	23
زنان	23
زودی	23
سریع	23
شهید	23
قبلی	23
هستن	23
کویت	23
ترک	23
حرف	23
ماهواره‌ای	22
اقتصادی	22
بازسازی	22
برگزاری	22
بزرگراه	22
هم‌زمان	22
ارسالی	22
سرنگون	22
آلمان	22
تمامی	22
خارجی	22
خورده	22
مرتبط	22
مرحله	22
پیشتر	22
الله	22
عجیب	22
فاکس	22
فعلا	22
محمد	22
نیاز	22
کدوم	22
هوا	22
گاز	22
تن	22
چی	22
آمریکایی‌ها	21
غیرنظامیان	21
بزرگ‌ترین	21
تهرانپارس	21
آیت‌الله	21
ایست‌های	21
بنابراین	21
می‌کردند	21
تهرانسر	21
معترضان	21
نیاوران	21
افرادی	21
امریکا	21
خواسته	21
مسکونی	21
اطلاع	21
تامین	21
مجبور	21
مجروح	21
ندارم	21
واقعی	21
پنجره	21
چیتگر	21
حسین	21
خارک	21
رسما	21
فرصت	21
قطعی	21
ورود	21
جای	21
خون	21
میز	21
همسایگان	20
پناهندگی	20
خودداری	20
ماموریت	20
پنتاگون	20
کنفرانس	20
انسانی	20
بگیرند	20
خواهید	20
سال‌ها	20
سناتور	20
لرستان	20
هدفمند	20
چارچوب	20
گذاشته	20
اداره	20
ترجیح	20
ترکیه	20
تقویت	20
ثانیه	20
خواند	20
دقیقا	20
رسیدن	20
ساعات	20
متعدد	20
معترض	20
مکرون	20
نفتکش	20
نکنید	20
چهارم	20
گزینه	20
بودم	20
بیان	20
دوست	20
شریف	20
شمار	20
صادق	20
موقت	20
میشن	20
واحد	20
اند	20
بهش	20
نیم	20
جی	20
حد	20
خبرنگاران	19
گرفته‌اند	19
به‌زودی	19
تجهیزات	19
توانایی	19
عملیاتی	19
ماموران	19
می‌دهیم	19
می‌کنید	19
پناهگاه	19
آتش‌بس	19
اقدامی	19
داشتیم	19
نیستند	19
هیچ‌کس	19
احساس	19
تضمین	19
روبیو	19
زودتر	19
ساعتی	19
سردار	19
صنایع	19
منتقل	19
نیستم	19
کسانی	19
بردن	19
بشکه	19
روزه	19
مجری	19
مشهد	19
واقع	19
پارک	19
بشه	19
حزب	19
حفظ	19
فاز	19
فیک	19
هشت	19
وسط	19
کنن	19
اف	19
حل	19
تلویزیون	18
کرده‌ایم	18
ستارخان	18
سخنرانی	18
سلیمانی	18
پیشنهاد	18
اتفاقی	18
مبارزه	18
نیستیم	18
گراهام	18
آژانس	18
باشید	18
باشیم	18
تسنیم	18
تشدید	18
حدودا	18
حماسی	18
ذخیره	18
فراهم	18
نداشت	18
نسبتا	18
هدایت	18
گفتند	18
اراک	18
خاطر	18
ساخت	18
قبول	18
مبنی	18
گذار	18
بیت	18
تنش	18
خشم	18
عین	18
غیر	18
قوی	18
مهر	18
نگه	18
گوش	18
شش	18
برنامه‌ریزی	17
گزارش‌هایی	17
می‌توانیم	17
می‌خواهند	17
استرالیا	17
دادگستری	17
سی‌ان‌ان	17
سی‌بی‌اس	17
می‌خواهد	17
می‌دانید	17
گفته‌اند	17
آبراهام	17
تل‌آویو	17
نخواهند	17
نماینده	17
نهادهای	17
هماهنگی	17
افتاده	17
جانشین	17
حاکمیت	17
زلنسکی	17
شرایطی	17
متحدان	17
مریوان	17
منیریه	17
ادعای	17
بستگی	17
بگویم	17
تجاوز	17
دولتی	17
رسانه	17
سیاست	17
شماری	17
صداها	17
معرفی	17
مونیخ	17
کوتاه	17
برسد	17
بعدش	17
بهتر	17
جوری	17
دنیا	17
سوال	17
شاهد	17
شبیه	17
شعار	17
صدها	17
صدور	17
عملا	17
فضای	17
قطعا	17
محسن	17
موفق	17
پارس	17
حجم	17
حسن	17
خرم	17
شکل	17
غرق	17
یاد	17
ام	17
خب	17
شه	17
خیابان‌ها	16
می‌توانند	16
گزارش‌های	16
جنت‌آباد	16
رسانه‌ای	16
نمی‌دونم	16
کشتی‌های	16
گروه‌های	16
استارمر	16
غیرقابل	16
فرستاده	16
می‌توان	16
نوبنیاد	16
اتوبان	16
ارتباط	16
ارتفاع	16
اعتراض	16
تاریخی	16
تعدادی	16
خطرناک	16
صداهای	16
نوشتند	16
پارچین	16
پیشرفت	16
اربیل	16
البته	16
بازار	16
ترجمه	16
تشکیل	16
تقاطع	16
تلفات	16
حفاظت	16
سرباز	16
صدایی	16
منفجر	16
مواضع	16
میدیم	16
میومد	16
هنگام	16
پوتین	16
ژنرال	16
کشوری	16
یافته	16
اتاق	16
اتمی	16
ثبات	16
جلوی	16
حوزه	16
خواب	16
سابق	16
سیما	16
شرقی	16
فردی	16
منجر	16
مکان	16
نهاد	16
پدرش	16
پنجم	16
کاتز	16
گفتم	16
یابد	16
بده	16
جمع	16
رنگ	16
عصر	16
مگر	16
آب	16
حق	16
نمی‌خواهیم	15
امیرحسین	15
رسانه‌ها	15
مهم‌ترین	15
می‌خواهم	15
چهره‌های	15
استقرار	15
الجزیره	15
بیشترین	15
حمله‌ای	15
فرستنده	15
می‌زنند	15
می‌شوند	15
نخواهیم	15
پاکستان	15
پهپادها	15
آستانه	15
آمادگی	15
اژه‌ای	15
تهدیدی	15
خونمون	15
شهرهای	15
شهروند	15
می‌رسد	15
امسال	15
بنزین	15
بودیم	15
تضعیف	15
حادثه	15
دومین	15
رفتار	15
زندان	15
شنیدم	15
شهران	15
فضایی	15
مارکو	15
میکنم	15
کنونی	15
بازی	15
بستن	15
حساب	15
سالم	15
سرعت	15
شویم	15
طبقه	15
طرشت	15
ماند	15
متحد	15
ممتد	15
وقوع	15
اکس	15
ایم	15
خیر	15
سفر	15
سپس	15
ونس	15
کیش	15
جز	15
بمب‌افکن‌های	14
ساختمان‌های	14
فرمانداری	14
نمی‌تواند	14
گزینه‌های	14
گسترده‌ای	14
تاماهاوک	14
تحریم‌ها	14
خرم‌آباد	14
سلاح‌های	14
عذرخواهی	14
غیرنظامی	14
منتشرشده	14
هوانیروز	14
پیشنهادی	14
روبه‌رو	14
نمی‌کند	14
اختلال	14
اهدافی	14
تصمیمی	14
تلگرام	14
دسترسی	14
قانونی	14
لینکلن	14
موافقت	14
میخواد	14
نزدیکه	14
پرداخت	14
اخبار	14
البرز	14
انقدر	14
تکرار	14
حاشیه	14
خدمات	14
داداش	14
دورتر	14
ذخایر	14
ظاهرا	14
لحظات	14
مانده	14
مخالف	14
مسیول	14
مشاور	14
موساد	14
پرسید	14
آنجا	14
اینا	14
تصور	14
حریم	14
دختر	14
سطحی	14
سفیر	14
فردا	14
قشنگ	14
مدام	14
مهمی	14
موضع	14
ناشی	14
نشون	14
نکرد	14
هشتم	14
همسر	14
پرند	14
گیشا	14
ترس	14
رعد	14
طرح	14
فرق	14
قلب	14
قول	14
وال	14
کمی	14
خط	14
ضد	14
پر	14
برنامه‌های	13
استراتژیک	13
تلویزیونی	13
نمی‌خواهم	13
ویدیوهایی	13
امیدوارم	13
ان‌بی‌سی	13
به‌دنبال	13
بی‌سابقه	13
زعفرانیه	13
ساختمانی	13
اتحادیه	13
ارزیابی	13
به‌صورت	13
دخترانه	13
غنی‌شده	13
ونزویلا	13
پدافندی	13
کارکنان	13
کشتی‌ها	13
احترام	13
استریت	13
بهترین	13
خودشان	13
دوستان	13
سرنوشت	13
شریعتی	13
صادرات	13
عسلویه	13
مشاهده	13
مصنوعی	13
میکنیم	13
نیروها	13
پاکدشت	13
باقری	13
بزنید	13
بزودی	13
جمعیت	13
زمینه	13
سومین	13
شبانه	13
فهرست	13
محسوب	13
مسیله	13
میرسه	13
هرچند	13
پردیس	13
پزشکی	13
پیشین	13
کشورش	13
کوشنر	13
افکن	13
اینه	13
تروث	13
دریا	13
دیدن	13
زرهی	13
سران	13
شجاع	13
شدیم	13
شهدا	13
عظیم	13
قبلا	13
مطلع	13
مهدی	13
موجی	13
میگه	13
نکند	13
واسه	13
چهلم	13
کشتن	13
کلیه	13
یوسف	13
الی	13
بشر	13
جنت	13
حکم	13
سپه	13
سید	13
شدم	13
نشد	13
همت	13
یزد	13
یهو	13
جت	13
هک	13
آیت‌الله‌ها	12
فوق‌العاده	12
هواپیماهای	12
ایرانی‌ها	12
سپاسگزارم	12
گفت‌وگوها	12
بازگشایی	12
بی‌بی‌سی	12
تلاش‌های	12
محمدباقر	12
مرزداران	12
نفتکش‌ها	12
نمی‌دانم	12
نمی‌کنیم	12
پشتیبانی	12
اروپایی	12
اطمینان	12
ایتالیا	12
بخواهند	12
به‌گفته	12
جایگزین	12
راهبردی	12
سرنگونی	12
سهروردی	12
شهرداری	12
می‌داند	12
می‌گویم	12
نیمه‌شب	12
اسکورت	12
اندازه	12
ببینید	12
تجمعات	12
تحولات	12
تنش‌ها	12
حکیمیه	12
خواهان	12
شدیدتر	12
نداشته	12
نگرانی	12
ولیعصر	12
پرونده	12
اتخاذ	12
اهمیت	12
ببینم	12
بحران	12
برسیم	12
بصورت	12
تجاری	12
توضیح	12
سبلان	12
سرمون	12
سعادت	12
سوشال	12
طراحی	12
علاوه	12
متوجه	12
میزان	12
می‌شه	12
ندیده	12
نقاطی	12
نگران	12
ورودی	12
پیاپی	12
پیروز	12
کردها	12
کردید	12
آنکه	12
اردن	12
برده	12
بقیه	12
بندر	12
بنظر	12
جاده	12
خالی	12
خدمه	12
دهید	12
دکتر	12
دیدم	12
راضی	12
روزی	12
سوری	12
سیاه	12
شادی	12
عهده	12
قایم	12
ماست	12
محلی	12
میرن	12
نزده	12
نگاه	12
هرچه	12
واضح	12
گفتن	12
آبی	12
آمد	12
درک	12
رای	12
غرش	12
قوه	12
نقض	12
نمی	12
هوش	12
چکش	12
کوه	12
قدرتمندترین	11
مین‌گذاری	11
بازارهای	11
بازیکنان	11
بسیجی‌ها	11
تهدیدهای	11
سایت‌های	11
شعله‌های	11
همان‌طور	11
استقلال	11
اضطراری	11
اندیمشک	11
بمب‌های	11
تروریسم	11
می‌گیرد	11
نمی‌کنم	11
نگهداری	11
کارولین	11
کمیسیون	11
یسراییل	11
اقتصاد	11
الغدیر	11
ایتلاف	11
این‌ها	11
این‌که	11
ببینیم	11
حملاتی	11
دادگاه	11
دستگاه	11
روبروی	11
شمخانی	11
قضاییه	11
لحظاتی	11
لیندزی	11
مدیریت	11
معمولا	11
موفقیت	11
واقعیت	11
پایتخت	11
کارزار	11
گذاشتن	11
آوردن	11
اگرچه	11
بردیم	11
برسند	11
بغداد	11
بگیرد	11
بگیرن	11
تحویل	11
تداوم	11
تمرکز	11
جایزه	11
خواهم	11
درگیر	11
دریای	11
دلاری	11
سخنان	11
شدیدی	11
شهرری	11
شیران	11
ضمیمه	11
طبیعی	11
فرصتی	11
فوریه	11
محسنی	11
منتسب	11
مواجه	11
هزینه	11
چگونه	11
کرمان	11
کلیدی	11
گسترش	11
آثار	11
احمد	11
امیر	11
بدید	11
بهار	11
حاصل	11
خصوص	11
خطیب	11
خودم	11
زهرا	11
ضعیف	11
طوری	11
قاسم	11
قلعه	11
مالی	11
مسجد	11
هییت	11
ژوین	11
کافی	11
ازش	11
برج	11
بچه	11
جرد	11
جسد	11
حدی	11
دفن	11
ضمن	11
فرا	11
قتل	11
قید	11
لغو	11
مرز	11
مین	11
نهم	11
کشت	11
کین	11
بن	11
فک	11
کف	11
کی	11
خبرگزاری‌های	10
آماده‌سازی	10
آماده‌ایم	10
درگیری‌ها	10
نمایندگان	10
ارتباطات	10
بلافاصله	10
بوده‌اند	10
جمع‌آوری	10
می‌نویسد	10
پایین‌تر	10
بتوانند	10
تسلیحات	10
تهرانیم	10
شعارهای	10
غلامرضا	10
محرمانه	10
هرمزگان	10
همه‌چیز	10
هوافضای	10
ورزشگاه	10
افتخار	10
اقدسیه	10
انتقاد	10
بمانند	10
بگیرید	10
بگیریم	10
تهاجمی	10
دماوند	10
سلامتی	10
علیرضا	10
قوانین	10
محافظت	10
مشارکت	10
نمانده	10
پادکست	10
یوتیوب	10
ابتدا	10
افتاد	10
اقلیم	10
اومدن	10
بماند	10
بنادر	10
بیروت	10
تصویب	10
توسعه	10
جامعه	10
جلوتر	10
جنایت	10
جی‌دی	10
خلبان	10
دارید	10
دزفول	10
دسترس	10
دشوار	10
رابطه	10
روبرو	10
زنجان	10
سواحل	10
سپرده	10
شکاری	10
فاطمی	10
مجددا	10
مجموع	10
محوطه	10
مدارس	10
مردمی	10
مسایل	10
مشخصه	10
مشروع	10
منتظر	10
منصوب	10
موارد	10
نباشد	10
نمیاد	10
ورزشی	10
پنهان	10
کشتار	10
کمیته	10
گردید	10
گرفتم	10
گفتید	10
یکسان	10
آسان	10
آمار	10
اجرا	10
بابا	10
بکشد	10
بیست	10
ثابت	10
جمعی	10
حماس	10
خارگ	10
خروج	10
درون	10
زدیم	10
ساقط	10
شورا	10
فرود	10
قاطع	10
مجوز	10
مرده	10
مشکل	10
مواد	10
نجات	10
هیچی	10
پرچم	10
پستی	10
کشید	10
آقا	10
دهم	10
زود	10
شیخ	10
عدم	10
عمق	10
فاش	10
فنی	10
پدر	10
پول	10
کره	10
کلا	10
مسالمت‌آمیز	9
فعالیت‌های	9
استانداری	9
البوسعیدی	9
سوخت‌رسان	9
هم‌میهنان	9
بزرگترین	9
متاسفانه	9
پژوهشگاه	9
کشته‌شده	9
کنسولگری	9
اختصاصی	9
استقبال	9
اعتراضی	9
اقیانوس	9
امانویل	9
انفجاری	9
برادران	9
بمبارون	9
به‌ویژه	9
تبلیغات	9
تحقیقات	9
جانشینی	9
جداگانه	9
خیلی‌ها	9
زرافشان	9
زیرساخت	9
شیشه‌ها	9
فرانسوی	9
ماهواره	9
مقام‌ها	9
می‌گرفت	9
پرزیدنت	9
چهارراه	9
اعتراف	9
افسریه	9
انتهای	9
بالاتر	9
براساس	9
برقرار	9
بهداشت	9
بی‌قید	9
خودشون	9
خورشید	9
راه‌حل	9
سایبری	9
طالقان	9
ماه‌ها	9
مجیدیه	9
مشابهی	9
معلومه	9
می‌رسه	9
نخجوان	9
نیابتی	9
پاینده	9
چندروز	9
کانادا	9
کرملین	9
کهریزک	9
آشکار	9
آگاهی	9
اجرای	9
اسمون	9
اماکن	9
بارها	9
بارون	9
بهتری	9
بهشتی	9
بیاید	9
تعطیل	9
تکذیب	9
خودرو	9
درستی	9
رادان	9
رضایی	9
ریاست	9
زلزله	9
سابقه	9
ساعته	9
شدیدا	9
شناور	9
عزیزم	9
قراره	9
ماجرا	9
مداوم	9
مشابه	9
موسسه	9
نبوده	9
نوروز	9
نکنیم	9
هلاکت	9
پرسشی	9
گروسی	9
آژیر	9
ایده	9
باخت	9
باره	9
باشن	9
بهای	9
بهشت	9
جانی	9
جبهه	9
حساس	9
خاتم	9
خانم	9
خدمت	9
خرید	9
راهی	9
ساکن	9
